conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34d734d5-2179-49e7-b641-96121f49231c,skill/competence,occupation-specific,transférer de la cire,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Transférer la cire de la presse vers les réservoirs en actionnant les valves.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34d88149-a42c-4f01-a9f7-4ec0a6e5a77f,knowledge,sector-specific,maréchalerie,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Les fabricants, les fournisseurs et les spécificités du secteur de l’artisanat et son histoire, avec l’identification des produits."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34dc9e73-c35e-46a4-a35d-4417b721437c,skill/competence,cross-sector,préparer des matières premières,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Préparer et mesurer les matières de base nécessaires pour produire des marchandises et des produits finis.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34dcd78b-1a9b-4626-9d65-628cf18f17fe,skill/competence,occupation-specific,fixer des bandes de renfort en bois aux éléments d’un navire,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Utiliser de la fibre de verre saturée de résine pour fixer des bandes de renfort en bois aux ponts des navires et aux structures des cabines de bateaux.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34dde545-1f08-4522-9a17-52e5f8da4594,skill/competence,occupation-specific,préparer des avis aux navigants concernant les services des terminaux aéroportuaires,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Préparer des avis aux navigants (NOTAM) concernant les services de terminaux aéroportuaires (ATS), sur les travaux et les activités d’entretien dans l’aéroport. Rendre compte de l’état de la piste, des opérations de déneigement, de la nécessité de fermer les pistes et des interruptions importantes dues aux travaux d’entretien."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34e0f023-0ca9-4f64-a932-3248bb4ed5df,skill/competence,cross-sector,interroger des emprunteurs,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Procéder à des entretiens avec des candidats sollicitant un prêt bancaire à différentes fins. Poser des questions afin d’évaluer la bonne volonté et les moyens financiers des candidats pour rembourser le prêt.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34eb01f1-2612-4266-a2c4-921e83557008,skill/competence,occupation-specific,sculpter du chocolat,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Utiliser des moules et des pièces de chocolat pour créer des œuvres d’art tridimensionnelles, et décorer l’œuvre avec des motifs en chocolat."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34ed5ebe-92a0-46f0-910e-2d13e38995e5,skill/competence,occupation-specific,finaliser des costumes,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Finaliser des costumes en y ajoutant des fermetures éclair, des élastiques, des boutonnières, des coutures décoratives, des bijoux, des rosettes et autres décorations."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34f2f1d5-fbd3-4800-8749-4ad237c2f838,skill/competence,sector-specific,informer d'une décision de justice,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Informer les parties concernées de la teneur de la décision officielle prononcée dans une action en justice ou une affaire judiciaire, en utilisant les réglementations et documents légaux afin de veiller à ce que toutes les parties soient informées de la décision."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34f41c95-69bb-42f5-b92e-1c7b8589b3f5,skill/competence,sector-specific,se conformer à des programmes de prévention du péril animalier,,,released,2016-12-20T21:17:58Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Veiller à ce que les programmes de prévention du péril animalier soient mis en œuvre de manière appropriée. Tenir compte de l'incidence de la faune sur les performances des activités de transport ou d’exploitation industrielle.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34ff3561-8eac-43c0-82cc-ed9089ee54e7,skill/competence,sector-specific,maintenir la qualité des eaux d’une piscine,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Surveiller en permanence la couleur, la température et la propreté de l’eau de la piscine et prendre toutes les mesures nécessaires pour garantir des normes élevées de qualité de l’eau dans la piscine."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34ff4148-8d8a-4186-94ff-c67524c16c0c,skill/competence,sector-specific,réagir à des changements dans le secteur de la pêche,,,released,2023-12-04T12:00:31.202Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Réagir résolument et en temps opportun face à des situations imprévues et en rapide évolution dans le secteur de la pêche.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3501ac95-4574-4420-92b7-67331e649462,skill/competence,occupation-specific,gérer la diffusion d’un signal radioélectrique à fréquence multiple,,,released,2024-02-26T09:30:35.46Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Gérer la mise en place d’équipements sans fil destinés à la diffusion de signaux de commande sans fil pour des applications liées à l’événementiel et aux arts du spectacle. Élaborer des plans de fréquences, configurer, tester et contrôler des équipements et mesurer le spectre de fréquences. Veiller à ce qu’il n’y ait pas d’interférence entre les différentes fréquences et canaux et garantir la sécurité de ces dispositifs selon les normes du secteur.
   "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3506c2ba-23ac-4a46-8e42-4ba113ab5907,skill/competence,cross-sector,utiliser des techniques de fracturation de pierres,,,released,2020-06-17T06:54:28.384Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Forer des trous dans une grande roche et insérer les chevilles et les biseaux. Frapper plusieurs fois les chevilles jusqu’à l’apparition d’une fissure.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3506d31c-3bb0-4a6d-90bb-aff03bca01b5,skill/competence,occupation-specific,organiser des rendez-vous,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Organiser pour les clients des rendez-vous avec des personnes qu’ils ont eux-mêmes choisies, des personnes identifiées à l’issue de tests de mise en relation ou des personnes que vous avez vous-même proposées."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/350c932d-f9b3-4adb-a5cc-cd5cff4a1912,skill/competence,sector-specific,fournir des informations liées au tourisme,"proposer des informations touristiques
donner des renseignements liés au tourisme
offrir des conseils touristiques",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Fournir aux clients des informations pertinentes sur les lieux et événements culturels et historiques, en transmettant ces informations de manière divertissante et instructive."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/350d5fc0-67d4-4b75-8d28-85b325cf23fd,skill/competence,sector-specific,fabriquer des fibres synthétiques,,,released,2021-12-08T22:30:17.595Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Assurer l’exploitation, le suivi et la maintenance des machines et des procédés de fabrication des fibres synthétiques, en s'assurant que le produit réponde aux spécifications requises, et en maintenant la rentabilité et la productivité à des niveaux élevés."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/350e0620-569f-48d7-a6fd-56622936923c,skill/competence,sector-specific,évaluer des procédures de restauration,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Évaluer les résultats des procédures de conservation et de restauration. Évaluer le niveau de risque, la réussite du traitement ou de l’activité et communiquer les résultats."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/351122a2-44f7-41db-ba8b-425136d5fb87,skill/competence,sector-specific,entretenir des terrains engazonnés,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Mettre en place et entretenir des gazons fins, des champs gazonnés et des surfaces synthétiques pour les manifestations sportives. Veiller à ce que les terrains de la propriété aient un aspect agréable."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/35131388-a292-45f7-9915-4ec898c6fb60,skill/competence,occupation-specific,interpréter des cartes de tarot,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Donner des conseils à une personne ou effectuer des prédictions pour l’avenir au sujet de sa vie personnelle ou professionnelle, sur la base des cartes de tarot qui ont été tirées."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/35138055-63cd-410a-91a7-29e9857bebbd,skill/competence,sector-specific,ajuster des bijoux,,,released,2020-06-25T13:51:26.636Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Remettre en forme, redimensionner et polir des montures de bijoux. Personnaliser les bijoux en fonction des souhaits des clients.
   "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/351cd749-498c-4ed3-9e38-58fc9bbf8f0e,skill/competence,cross-sector,assurer la conformité à des normes en matière de nuisances sonores,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Veiller à ce que les bâtiments, les routes, le trafic aérien et les manifestations respectent les normes et réglementations locales, nationales ou internationales en matière de bruit afin de réduire le plus possible les nuisances pour les riverains."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/351ce1e5-1e19-4b12-8928-a1ae8203ed0b,skill/competence,occupation-specific,surveiller un espace de vente pour des raisons de sécurité,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Observer le comportement des clients dans les zones de vente, afin de maintenir l’ordre et de repérer les risques potentiels."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/351e3f8f-4631-412d-963f-25b5fd4efe48,skill/competence,sector-specific,tenir des registres d’opérations d’exploitation minière,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Tenir des registres des performances de la production et du développement d’exploitations minières, notamment des performances des machines."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3524e684-62fc-4634-9f7e-924e211efe75,knowledge,sector-specific,spiritisme,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","La croyance ou la doctrine selon laquelle le monde est composé de deux substances fondamentales, la matière et l’esprit, et qu’il est possible de communiquer avec l’esprits des morts."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3529d640-5d49-45fe-8ede-491e9c8e0447,skill/competence,cross-sector,entretenir du matériel de laboratoire,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Nettoyer la verrerie du laboratoire et les autres équipements après usage et les protéger des dommages ou de la corrosion afin d’en garantir le bon fonctionnement.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/352ba155-5f5f-4f33-a407-1db291dc6be0,skill/competence,sector-specific,entretenir des machines de fabrication d’objets en plastique,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Entretenir des machines et du matériel de fabrication d’articles en plastique, afin de s'assurer qu’ils soient propres et dans un état de fonctionnement garantissant la sécurité. Procéder à l’entretien courant des équipements et les régler si nécessaire, en utilisant des outils à main et électriques."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/352e1524-c6e0-4a05-81ed-c74ccb71574c,skill/competence,occupation-specific,organiser des manifestations musicales avec des patients,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Concevoir et mettre en œuvre des manifestations musicales avec des patients afin de répondre à leurs besoins.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/35383697-4d9d-4aee-a178-773986e598bc,skill/competence,sector-specific,recommander une sélection d'aliments pour animaux domestiques,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Recommander aux clients différents types d’aliments pour animaux domestiques disponibles en magasin et leur fournir des conseils sur ces articles.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/35421ebd-dc4c-4827-adbb-faf4a98c1968,skill/competence,sector-specific,appliquer des procédures de vérification de la conformité d’un chargement à la règlementation douanière,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Appliquer les différentes procédures requises pour satisfaire aux obligations douanières lors du transport de marchandises au-delà des frontières en arrivant par les ports, les aéroports ou tout autre plateforme logistique, par exemple l’établissement de déclarations en douane écrites. Appliquer des procédures différentes en fonction du type de marchandises et veiller au respect de la réglementation en matière de transport maritime."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/354b948c-7eef-4ebc-bfd6-f60d7d5acb62,knowledge,transversal,ukrainien,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups",La langue parlée en Ukraine.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3551b8e4-5b45-4983-bfb3-e5bfc029352b,skill/competence,sector-specific,empêcher les modifications involontaires d'une conception sonore,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Adapter l'entretien de votre matériel de sonorisation afin d'empêcher toute modification involontaire de l’équilibre et de la conception sonores, tout en préservant la qualité globale de la production."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/35565734-b968-49f7-8140-f5bc95ec3df7,skill/competence,occupation-specific,gérer des objectifs de remise en forme,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Établir des programmes d'entraînement personnel; fixer aux clients des objectifs de remise en forme et travailler en fonction de ces objectifs; orienter les clients vers un professionnel mieux adapté à leur situation.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3556c075-eee0-4549-b730-48ae70cb5af9,knowledge,cross-sector,modes de financement,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Les possibilités de financement des projets tels que les projets traditionnels, à savoir les prêts, le capital-risque, les subventions publiques ou privées jusqu’aux méthodes alternatives telles que le financement participatif."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/355c4510-8b6c-4d39-9e4d-5b91ddda2fb4,skill/competence,sector-specific,analyser des cultures de cellules,,,released,2025-11-26T10:12:55.29Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Analyser des cultures de cellules développées à partir d’échantillons de tissus, tout en procédant également à l’examen de dépistage du frottis vaginal afin de détecter les problèmes de fertilité."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3563cd80-cea7-4410-b049-7dd6ad7b7074,skill/competence,cross-sector,utiliser une raboteuse manuelle,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Utiliser une raboteuse manuelle non automatique ou semi-automatique pour couper les surfaces des pièces usinées en les égalisant.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/35718973-913e-447b-a968-83e66e6c8872,skill/competence,cross-sector,gérer les stocks de biens en production,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Gérer les stocks de biens, qu’il s’agisse de biens de fabrication initiale (matières premières), intermédiaire, ou finale (produits finis). Compter les biens et les stocker pour les activités ultérieures de production et de distribution."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3573a4e0-0d50-4a37-9d8c-f963ea3d3f99,skill/competence,sector-specific,signaler la non-disponibilité de toilettes,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Aviser les services concernés lorsque les toilettes ne fonctionnent pas correctement ou lorsque l’équipement afférent est cassé et apposer un panneau «hors-service» sur les cabines concernées.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3577e49b-951d-4d46-a1f4-417087a8fb6d,skill/competence,cross-sector,s'adapter à différentes conditions climatiques,,,released,2025-07-25T08:55:01.796Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills",Faire face à une exposition régulière à des conditions météorologiques extrêmes et à des environnements dangereux.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3578782a-fbbd-4183-a97c-1e69ef93bad6,skill/competence,sector-specific,traiter le cuir chevelu,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Utiliser des lotions, des shampoings ou du matériel spécifiques afin traiter des problèmes capillaires ou du cuir chevelu tels que la chute des cheveux, les cheveux abîmés, les pellicules ou le psoriasis."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3579208e-49b3-4ce4-98e7-20e41b1ce8d4,skill/competence,sector-specific,développer une stratégie de sécurité de l’information,,,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Créer une stratégie d’entreprise relative à la sécurité et à la sûreté des informations afin de favoriser l’intégrité, la disponibilité des informations et la confidentialité des données."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/357e1729-e2a8-49f4-8b42-dc8b278320fa,skill/competence,cross-sector,retirer une pièce à usiner traitée,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Retirer chaque pièce à usiner de la machine à usiner ou de la machine-outil après le traitement. Dans le cas d’un convoyeur à bande, ceci implique un mouvement rapide et continu."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3586cb90-3fff-48ae-847b-e28a6680a87a,knowledge,sector-specific,droit privé,"principes de droit privé
principes du droit privé",,released,2023-10-26T10:00:10.174Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","La branche du droit qui étudie le cadre juridique régissant les relations entre les individus ainsi qu’entre les individus et les autorités publiques d’un pays. Il comprend le droit des biens, de la famille, des contrats et la responsabilité civile. Dans certains systèmes juridiques, elle est appelée «common law».
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3592e08e-2602-4700-a14f-084bd8ebf845,skill/competence,cross-sector,s'occuper des clients sous suivi médical dans une salle de remise en forme,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Reconnaître les normes et les limitations professionnelles lorsque l'on travaille avec des clients vulnérables. Surveiller les tendances du secteur.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3592e67f-fff1-4a62-9f4e-96edcfe10152,skill/competence,occupation-specific,utiliser du matériel dentaire destiné aux chevaux,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Veiller à ce que le matériel dentaire destiné aux chevaux reste conforme à des normes de qualité élevées, préparé et monté pour être prêt à l’emploi, y compris les équipements de protection individuelle, dans le but de minimiser les risques de transmission des maladies animales."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3597b613-de06-45d8-89a4-6b01ceb1c3a8,skill/competence,sector-specific,organiser des séances de groupe sur la nutrition,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Fournir à des groupes des informations sur la bonne nutrition, les habitudes alimentaires saines et le suivi nutritionnel."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/359b5031-74da-418f-bd97-6f4e66eb9851,knowledge,sector-specific,impression sur des machines à grande échelle,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Méthodes, techniques et restrictions liées à l’impression sur des machines produisant des matériaux d’impression graphiques en grandes quantités et formats."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/359b86b4-c7ff-47f8-b128-64ca24bfea1c,skill/competence,occupation-specific,expliquer l’utilisation des aides auditives,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Donner des instructions aux patients sur la manière d’utiliser et d’entretenir les aides auditives prescrites.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/35b8ed9a-8649-41a7-9dac-013e9b3bbde1,skill/competence,sector-specific,préparer les offres de voyage,"élaborer les offres de voyage
mettre en place les offres de voyage
concevoir les offres de voyage",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Préparer les forfaits de vacances et de voyages et organiser l'hébergement, la logistique et les services de transport tels que les avions affrétés, les taxis ou les voitures de location pour les clients, ainsi que les prestations supplémentaires et les excursions."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/35bca3d6-c1ae-48ff-9ae3-a11cea578c2c,knowledge,sector-specific,incidence des facteurs géologiques sur les activités minières,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Connaître l’incidence des facteurs géologiques, tels que les failles et les mouvements de roche, sur les opérations minières."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/35c14603-a445-468a-a4f3-03f2ffa278fd,skill/competence,occupation-specific,donner des instructions aux propriétaires d’animaux,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Donner des instructions et fournir des conseils aux propriétaires et soignants d’animaux des conseils afin de leur permettre d’améliorer et de maintenir le bien-être de l’animal ou des animaux.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/35ccdf6c-6928-4ad1-967f-c984134b6bd9,skill/competence,sector-specific,appliquer des couches de couleur,,,released,2016-12-20T20:40:35Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Pulvériser des couches de couleur sur des pièces de véhicules, utiliser un matériel de peinture et laisser sécher les véhicules fraîchement peints dans un environnement thermorégulé protégé de la poussière."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/35ce6e9f-ec73-4617-8f4d-bd6b241c7d90,skill/competence,sector-specific,enseigner la biologie,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Former les étudiants à la théorie et à la pratique de la biologie, plus particulièrement à la biochimie, la biologie moléculaire, la biologie cellulaire, la génétique, la biologie du développement, l’hématologie, la nanobiologie et la zoologie."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/35df8d0d-3cc7-4c7e-a260-094ab1b1604b,knowledge,sector-specific,exigences légales pour travailler dans le secteur de la vente au détail d'automobiles,"les exigences légales applicables aux activités dans le secteur de la vente au détail d’automobiles
exigences opérationnelles du secteur de la vente au détail de l'automobile
exigences légales applicables aux activités de vente au détail de véhicules automobiles
législation régissant le secteur de la vente au détail d'automobiles
législation régissant le secteur de la vente au détail de véhicules automobiles
législation régissant les opérations dans le secteur de la vente au détail de véhicules automobiles
exigences d’exploitation du secteur de la vente au détail de véhicules automobiles
exigences légales applicables aux activités dans le secteur de la vente au détail de véhicules automobiles
législation sur la vente au détail de véhicules automobiles
exigences légales applicables aux activités dans le secteur de la vente au détail d’automobiles
législation relative à la vente au détail de véhicules à moteur
législation régissant les activités dans le secteur de la vente au détail de véhicules automobiles
les exigences légales applicables aux activités dans le secteur de la vente au détail de véhicules automobiles
législation sur la vente au détail d'automobiles
législation relative à la vente au détail d'automobiles
exigences légales pour exercer dans le commerce de détail de véhicules automobiles
exigences légales pour opérer dans le secteur de la vente au détail d'automobiles
exigences légales pour exercer dans le secteur de la vente au détail de véhicules automobiles
exigences légales pour exercer dans le commerce de détail automobile",,released,2023-02-22T20:20:41.893Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Les exigences législatives et réglementaires dans le secteur du commerce de détail automobile.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/35e965e9-4d01-40eb-a6a5-94fa9eb15b15,skill/competence,occupation-specific,remplir des trous de clous dans des planches de bois avec du mastic,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Combler les trous laissés par des clous sur des planches de bois avec du mastic de bois. Retirer l’excédent de matériau à l’aide d’une truelle en plastique ou d’un couteau à mastiquer.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/35ebe444-9ece-4fbc-a55d-e99ea37267ae,skill/competence,transversal,gérer la qualité,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Poursuivre l’excellence dans les processus, les produits et les activités sur le lieu de travail."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/35ecc6a1-5fc4-45d8-baf1-205a863d3e1c,skill/competence,sector-specific,coopérer avec un entrepreneur de pompes funèbres,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Prendre des dispositions et coopérer avec un entrepreneur de pompes funèbres qui fournit des prestations funéraires pour les personnes enterrées dans le cimetière sous votre responsabilité.
